claim_id,exact_claim_text,claim_type,section,figure,dataset,consumer,backbone,experimental_protocol,source_script,source_artifact,sample_unit,n,effect_size,confidence_interval,raw_p,multiple_testing_family,corrected_p,status,notes
DRAFT-T30-R04,One frame of age costs the planner more than lossless-to-1 B compression | +0.054 | 90 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 5; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R05,At 20 frames the best stored tier is worse than a prior (verifier) | +0.064 | 90 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,"DOCX table 30, row 6; mp_store2.json; mt_store.json",run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R06,Dims per cell beat spatial cells at matched bytes (g6k32) | -0.163 | 90 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 7; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R07,Dims per cell beat spatial cells at matched bytes (g12k32) | -0.076 | 90 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 8; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R08,Dims per cell beat spatial cells at matched bytes (g18k48) | -0.037 | 90 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 9; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R09,A scene-agnostic codec loses to the pixel frontier at 10 KB | +0.135 | 30 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 10; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R10,Fitting the basis on the scene beats fitting it across scenes | -0.211 | 30 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 11; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R11,"Adapting the tier raises the world model's meet rate | +0.156 | 1,620 | <1e-4",exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 12; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R12,Elapsed change explains more than elapsed time (planner) | +0.093 | 891 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 13; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R13,"Elapsed change explains more than elapsed time (verifier) | +0.111 | 1,393 | <1e-4",exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 14; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R14,"Elapsed change explains more than elapsed time (world model) | +0.160 | 1,620 | <1e-4",exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 15; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R15,At 12 frames the best stored tier is worse than a prior (world model) | +0.007 | 90 | 0.0006,exploratory,draft table 30,table 30 (OOXML ordinal),synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,"DOCX table 30, row 16; mp_store2.json; mt_store.json",run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R16,1 B predicate beats 95 KB JPEG for the planner | -0.011 | 90 | 0.0034,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 17; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R17,At 30 frames the best stored tier is worse than a prior (planner) | +0.029 | 88 | 0.0035,exploratory,draft table 30,table 30 (OOXML ordinal),synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,"DOCX table 30, row 18; mp_store2.json; mt_store.json",run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R18,The same swap barely moves the planner | +0.034 | 90 | 0.0071,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 19; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R01,"Fidelity requirement is consumer-specific | 7 tiers × 3 consumers, 90 videos; 8 Holm-corrected inversions | Confirmed",exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 32, row 2; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R02,"Retrieve / re-observe do not cross on cost | Measured latency, energy, GPU memory over 473,793× payload span | Confirmed",exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 32, row 3; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R03,"The crossing is the travel horizon | Trapezoidal actuation on measured displacement, 3 platforms | Confirmed",exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 32, row 4; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R04,"Expiry is a property of the reader (world model) | 2 scalars per age; 4 of 4 sources, 2.03–2.61× | Confirmed",exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 32, row 5; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R05,… and of the planner or verifier | Sign flips across sources (1.40× to 0.68×) | Not reproduced,exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 32, row 6; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R06,"The boundary is sometimes a band, not a deadline | 2 of 18 platform × tier × consumer cells | Confirmed",exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 32, row 7; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R07,"H1 — index alignment gates the world-model read-out | Permutation control at matched dims, 30 unseen videos, 20.7× | Confirmed",exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,"DOCX table 32, row 8; relayout.json; frame_ref3.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R08,H2 — alignment cannot be bought with bytes | 64× matched object capacity: 0.728 → 0.729 | Confirmed,exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,"DOCX table 32, row 9; relayout.json; frame_ref3.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T32-R09,Index and rank are complementary | Scene at low rank 0.836; neither factor substitutes | Confirmed,exploratory,draft table 32,table 32 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 32, row 10; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
